0,-8.9363881988,-10.0671984984,-9.1401327392,-8.9961634848,-10.4665790710,-9.4471914595,-9.4614337812,-4.9188986593,-12.9900365042,-5.4029582140,-8.3936543024,-9.6775013039,-5.9242448217,-9.9053563984,-6.8022883031,-11.7088639745,-11.1017982814,-13.8155105580,-9.4869551004,-8.2315225510,-9.8818784204,-13.8155105580,-13.8155105580,-9.9831595778,-13.8155105580,-9.1266487741,-7.4705053962,-9.4353864741,-8.9771648621,-10.9607506067,-13.8155105580,-13.0782833404,-5.5982655320,-8.7912935206,-13.8155105580,-9.1376298207,-7.6437264271,-6.6530924002,-5.4050357914,-7.1925742915,-8.8152000683,-8.1666699050,-6.2421416566,-7.1712227325,-9.0191515554,-8.2527163327,-8.5068417803,-9.6316791557,-6.0956690342,-11.5020023232,-13.4112497054,-9.8449419303,-13.8155105580,-6.9030540773,-8.9074677118,-7.2056902096,-10.1401978218,-13.8155105580,-13.8155105580,-10.7106925910,-6.1908664930,-8.5484559186,-13.8155105580,-13.5210700351,-8.6225263939,-13.8155105580,-9.4958611958,-10.1774469665,-8.9834664805,-9.9874898050,-12.8840767436,-6.0229321922,-10.3051184090,-6.2879234195,-10.9685400988
1,-0.0000010000,-7.2911039103,-9.1397981022,-8.9829830839,-7.0115728962,-5.5530237511,-5.6660563958,-2.6180534597,-0.0000010000,-0.0000010000,-8.3936489570,-9.6774956171,-5.9015685955,-7.1715142540,-6.7174935233,-11.7088632542,-11.1015703171,-13.8155105580,-3.4623642132,-5.5374734667,-9.6811846629,-13.8155105580,-13.8155105580,-9.9831588038,-13.8155105580,-9.1265703061,-5.5434509713,-6.6490512787,-8.9769688908,-7.0266662245,-13.8155105580,-10.1765806520,-5.5967900789,-8.7912877717,-11.9744445248,-3.6630948308,-7.6423207858,-0.7594807203,-5.4015061568,-7.1914956354,-8.8139507711,-8.1664544354,-6.2384373209,-4.3316456490,-0.0000010000,-8.2519807666,-8.5063983263,-9.6316717614,-6.0898702593,-11.5020010440,-7.5227771578,-9.8415034655,-13.8155105580,-0.4714706692,-8.9074477190,-5.4470730488,-10.1401974079,-13.8155105580,-13.8155105580,-6.8890459631,-6.1847033873,-8.5482797760,-13.8155105580,-13.5210690237,-5.0517114554,-11.1821196704,-9.4955382362,-6.5835105171,-8.9834467136,-9.9532295716,-12.8801095233,-6.0117180192,-10.3051073917,-6.2495352621,-10.9685340745
2,-8.9363881095,-9.8254023687,-7.5735613683,-8.9958256990,-10.4664175892,-9.4471258548,-9.4614337432,-4.9104299174,-10.3618690711,-5.4006387912,-8.3936289236,-9.6607844665,-5.9034172565,-7.1711674058,-6.7768830016,-8.7716634522,-11.1015891989,-13.8155105580,-0.0000010000,-5.2141627313,-9.8818484542,-13.8155105580,-13.8155105580,-9.9831586591,-13.8155105580,-9.1199638414,-7.4704816949,-9.4343406807,-8.9770758319,-10.9606981948,-13.8155105580,-7.4267275420,-5.5979264068,-8.7912517806,-13.8155105580,-4.4213818009,-7.6433693716,-6.6176430817,-5.4029652615,-4.2275670766,-8.8139154329,-5.6850163104,-6.2402868818,-4.0831318757,-9.0181455920,-8.2527075052,-8.5058212058,-9.6306436970,-6.0934303600,-11.5019973224,-11.2354639722,-9.8447221269,-13.8155105580,-6.8952599756,-8.7481956912,-7.1986123666,-10.1396137246,-13.8155105580,-13.8155105580,-7.9030453210,-6.1903892714,-2.0695334595,-13.8155105580,-10.2638804683,-8.6225240121,-13.8155105580,-9.4956760557,-0.0000010000,-6.3810736589,-6.9138654619,-9.3188435584,-5.9842387266,-10.3051183802,-6.2398254909,-10.9684464894
3,-8.9363883041,-10.0671978289,-9.1401333849,-8.9960191554,-4.2668044021,-9.4471876957,-9.4614336230,-4.9233768995,-10.4249762058,-5.4010304550,-5.2605446951,-6.8281691311,-5.9224735905,-9.8957484103,-6.8025680962,-11.5294431702,-11.1017969036,-13.8155105580,-6.0327203228,-5.9001061684,-9.8813101692,-13.8155105580,-13.8155105580,-9.9831595722,-13.8155105580,-9.0414896735,-7.4704428688,-9.4353855130,-8.9686181297,-7.3181743333,-13.8155105580,-10.7974589814,-5.5961347450,-8.7908723277,-11.2490001970,-4.4188449308,-7.6437331007,-6.6512672244,-5.3927051464,-4.2132850830,-8.8147356261,-8.1660437745,-6.2252235844,-7.1018978308,-9.0172874716,-8.2527027954,-8.0704887428,-9.6316791436,-6.0913704660,-11.4972150049,-3.1780418463,-7.0109329805,-13.8155105580,-6.8971212123,-8.9074592134,-7.1971869457,-10.1399715541,-13.8155105580,-13.8155105580,-10.7106645589,-6.1869636877,-5.9247805236,-13.8155105580,-8.1558558864,-8.6225251023,-11.1821144601,-6.0791251807,-4.2276852139,-8.9834043047,-6.6510538384,-12.8839611026,-6.0212274421,-10.3051184133,-6.2752165939,-5.0780896314
4,-0.0000010000,-0.0000010000,-6.1881854273,-0.0000010000,-0.0000010000,-0.0000010000,-6.0172137812,-0.0000010000,-0.0000010000,-0.0959657207,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000361104,-0.0000010000,-13.8155105580,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-7.4337131943,-5.4495509780,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0237251833,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-6.2264804917,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-9.6314722045,-6.0773162882,-0.0000010000,-10.5484516854,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-0.0000010000,-13.8155105580,-0.0000010000,-0.0000010000,-0.0003659863,-13.8155105580,-0.0000010000,-0.0000010000,-4.9836423146,-0.0000010000,-0.0000010000,-8.9637954501,-0.0002406812,-0.0000010000,-0.0000010000,-10.3051180918,-0.0000010000,-10.9649434853
5,-0.0000010000,-4.6008500807,-9.1399626269,-8.9961407915,-10.4659163144,-9.4347081690,-9.4614243812,-2.2840654344,-12.9900365042,-5.3920294116,-8.3935011846,-2.1388182055,-5.9028516662,-7.0787081263,-6.7980798516,-11.7081741177,-11.1017666765,-13.8155105580,-9.4843377102,-8.2306514079,-7.8201274832,-13.8155105580,-13.8155105580,-9.9828160198,-13.8155105580,-9.1266183329,-7.4652155836,-3.8143502656,-6.1796106779,-10.9607501776,-13.8155105580,-13.0782742942,-5.5665016353,-5.3440696577,-13.8155105580,-9.1375056615,-7.6393510177,-3.7439195954,-5.4030958526,-7.1905081440,-8.7769436791,-8.1664658533,-6.2401160727,-7.1710999804,-6.5867689982,-8.2527134580,-6.1392654709,-9.6314160259,-6.0929386977,-11.5020019719,-11.2354453615,-6.3434499799,-13.8155105580,-6.9028427115,-8.9061896360,-7.2055247638,-10.1401976791,-13.8155105580,-13.8155105580,-7.9424054123,-6.1892786115,-8.5483929188,-13.8155105580,-13.5210567433,-8.6225132662,-13.8155105580,-7.8672745047,-10.1760119011,-8.9672140460,-9.8479103294,-12.8821619574,-6.0171164881,-7.8106986973,-6.2570653099,-10.9665202552
6,-8.9363881062,-7.6913952122,-9.1383577844,-5.2975125852,-6.9255648384,-1.9733161447,-9.4614339427,-4.8507084179,-12.9900365042,-5.3857494307,-8.3925919054,-9.6774963774,-5.9199866130,-9.8919725046,-6.7988541128,-11.7086284798,-11.0988568696,-13.8155105580,-9.4867199558,-8.2306954545,-5.2416719577,-13.8155105580,-13.8155105580,-9.9831593319,-13.8155105580,-8.9372987482,-7.4704618372,-9.3980398116,-2.8065576534,-10.9607512626,-13.8155105580,-10.7992912488,-5.5928865661,-8.7912853883,-13.8155105580,-6.1623698107,-7.6437670232,-6.6510209952,-5.4039561819,-3.8878419981,-5.5830166575,-8.1665459410,-3.9286188646,-7.1713690392,-9.0191372069,-8.2527050499,-8.4960453346,-9.6316329960,-6.0921060700,-8.7805931164,-11.5353990889,-6.4923670562,-13.8155105580,-6.9025622412,-0.0000010000,-7.1977124384,-10.1401977016,-11.5009878856,-13.8155105580,-6.3153357166,-6.1831560483,-0.0445061762,-13.8155105580,-10.7124253617,-8.6224933154,-13.8155105580,-7.8475585768,-10.1760115123,-8.9833163598,-6.7671986517,-6.7999676721,-6.0030200287,-10.3049925526,-3.6018100501,-7.4974664967
7,-0.0000010000,-10.0671981323,-9.1401316854,-8.9961154536,-10.4655287050,-5.5720789029,-9.4614332247,-4.8845126208,-12.9900365042,-0.0000015604,-8.3928185553,-6.8445694848,-5.9208077934,-9.9029528140,-6.8010137635,-11.7088629887,-11.0986648799,-13.8155105580,-3.4708352571,-8.2305562378,-8.3466883981,-13.8155105580,-13.8155105580,-9.9831594343,-13.8155105580,-9.1266028096,-5.5434620075,-9.4351935301,-5.7006491101,-10.9607491721,-13.8155105580,-13.0782741382,-5.5980961934,-8.7912917974,-11.4189766749,-9.1375070955,-7.6436366873,-0.0000010000,-5.4034643434,-7.1917363701,-8.8140389506,-8.1665430999,-6.2400226118,-7.1709169539,-6.2604086384,-8.2527004033,-8.5067532990,-9.6316769675,-6.0952731193,-11.5020022984,-10.5488288324,-9.8449294422,-13.8155105580,-4.6197211191,-8.9074657601,-7.2053120966,-10.1401977746,-8.9824143756,-13.8155105580,-10.7106901654,-0.0000010000,-8.5482546994,-13.8155105580,-13.5210690297,-8.6224515035,-12.0613345224,-9.4760836619,-10.1774469643,-8.9834478487,-9.9523076976,-12.8724022731,-6.0180956020,-10.3051184087,-6.2764573106,-10.9685344465
8,-8.9363881697,-10.0309288397,-7.0663135427,-8.9944485430,-10.4624188469,-9.4471484683,-9.4614334237,-4.9040002114,-12.9900365042,-5.3994595028,-8.3935096998,-6.8033084235,-5.9207006881,-9.9027517862,-6.7964665217,-9.4792806029,-11.1017980238,-13.8155105580,-0.0000010000,-8.2304363971,-9.8816398107,-13.8155105580,-13.8155105580,-9.9831593064,-13.8155105580,-9.1266217377,-7.4704499131,-9.4353594819,-8.9769902583,-0.0016030785,-13.8155105580,-7.7701909238,-5.5968465954,-8.7897291036,-13.8155105580,-6.8324946731,-7.6436299784,-6.6520695293,-5.3564584677,-4.2271381230,-3.2726564288,-8.1663455435,-3.4891388880,-7.1709237515,-9.0190902361,-8.2527085680,-8.5067625937,-9.6316790732,-6.0925220505,-11.5020023153,-13.4112493572,-6.6650405646,-13.8155105580,-6.9028802568,-8.9074064444,-7.1811346385,-10.1396138724,-13.8155105580,-13.8155105580,-5.3239372629,-6.1894811538,-8.5483880684,-13.8155105580,-10.6329049036,-8.6225106826,-10.8313390781,-7.8671664788,-10.0665324291,-8.9833144366,-9.9838206018,-10.0074488922,-6.0136430008,-10.3051183385,-6.2855974361,-10.9685381013
9,-8.9363936077,-10.0671840432,-9.1394867692,-8.9961819738,-10.4667082457,-5.5728044561,-9.4614347498,-0.0000010000,-12.9900365043,-5.3918634143,-8.3928348956,-6.6199140583,-5.8646043168,-9.9031793358,-6.7242603597,-7.6848250336,-11.0988643408,-13.8155105580,-6.0357910491,-8.2317176692,-8.3453321755,-13.8155105580,-13.8155105580,-9.9811962411,-13.8155105580,-9.1266561298,-7.4706500885,-9.4353722924,-8.9774339920,-10.9607520275,-13.8155105580,-13.0782833387,-5.6024985844,-8.7913072461,-13.8155105580,-9.1377026210,-7.6393178309,-6.6519769827,-5.4135525133,-7.1936931606,-4.9603302103,-8.1588545040,-6.2492374468,-7.1722233221,-9.0192947275,-8.2527340282,-8.5068806830,-9.6316795668,-6.0991629251,-11.5020023348,-13.4112574939,-9.8449480763,-13.8155105580,-6.9025843077,-8.9074716162,-7.2029925928,-10.1401982210,-13.8155105580,-13.8155105580,-8.6467472202,-6.1920086303,-8.5484942415,-13.8155105580,-13.5210700354,-8.6225295802,-5.9221736284,-9.4769963693,-10.1774503822,-8.9834825195,-6.9100388747,-12.8740912758,-6.0204825559,-10.3032882161,-6.2778050353,-10.9685403328
